"HOW TO REPLACE AN IMAGE: make your new photo, crop it to the aspect ratio shown, export it at EXACTLY the width × height shown, save it with the SAME file name (WebP for .webp rows, JPG for .jpg rows) and overwrite the old file. Most photos have two rows (a small and a large size) — replace both with the same picture. No HTML changes needed."

"No.","File (inside the website folder)","Width (px)","Height (px)","Aspect ratio","What it is","Shown on page","Description / alt text (already in the HTML)","Current image","Temporary stock credit","Brief for the replacement photo","Slot (for the tools)"
"858","assets/images/products/id-card-printing-dubai/id-card-printing-dubai-application-640.webp","640","480","4:3","Product page – product in use (gallery 3 + “Where it’s used”)","/id-card-printing-dubai/","Office worker wearing a photo ID badge on a lanyard at a reception desk","Temporary stock","Sasun Bughdaryan (Unsplash StJ20FJTN8Q)","Realistic editorial photograph of a staff member wearing a PVC photo ID card on a navy lanyard while greeting a visitor at a modern Dubai office reception desk, natural daylight, medium shot at chest height, background softly blurred. Fictional brand name, no real logos, no Flash Print Solution branding.","p:id-card-printing-dubai:application"
"859","assets/images/products/id-card-printing-dubai/id-card-printing-dubai-application-1200.webp","1200","900","4:3","Product page – product in use (gallery 3 + “Where it’s used”)","/id-card-printing-dubai/","Office worker wearing a photo ID badge on a lanyard at a reception desk","Temporary stock","Sasun Bughdaryan (Unsplash StJ20FJTN8Q)","Realistic editorial photograph of a staff member wearing a PVC photo ID card on a navy lanyard while greeting a visitor at a modern Dubai office reception desk, natural daylight, medium shot at chest height, background softly blurred. Fictional brand name, no real logos, no Flash Print Solution branding.","p:id-card-printing-dubai:application"
"860","assets/images/products/id-card-printing-dubai/id-card-printing-dubai-production-640.webp","640","480","4:3","Product page – production / finishing (gallery 4)","/id-card-printing-dubai/","Trimming and cutting printed stacks on a guillotine in a print finishing area","Temporary stock (shared production photo)","Panda Paper Roll (Unsplash 5IG5XdpYih4)","Photorealistic commercial photograph of id cards production: Trimming and cutting printed stacks on a guillotine in a print finishing area. Clean, well-lit Dubai print workshop, 4:3 landscape. Fictional brand names only, no real logos, no Flash Print Solution branding.","p:id-card-printing-dubai:production"
"861","assets/images/products/id-card-printing-dubai/id-card-printing-dubai-production-1200.webp","1200","900","4:3","Product page – production / finishing (gallery 4)","/id-card-printing-dubai/","Trimming and cutting printed stacks on a guillotine in a print finishing area","Temporary stock (shared production photo)","Panda Paper Roll (Unsplash 5IG5XdpYih4)","Photorealistic commercial photograph of id cards production: Trimming and cutting printed stacks on a guillotine in a print finishing area. Clean, well-lit Dubai print workshop, 4:3 landscape. Fictional brand names only, no real logos, no Flash Print Solution branding.","p:id-card-printing-dubai:production"
"862","assets/images/products/report-card-printing-dubai/report-card-printing-dubai-hero-640.webp","640","480","4:3","Product page – main photo (gallery 1)","/report-card-printing-dubai/","Folded school report cards with a navy crest cover and printed grade tables","Temporary stock","Annie Spratt (Unsplash 2cPzM3mam_0)","Realistic commercial product photograph of folded A4 school report cards, one open to show printed grade tables and signature boxes, others closed with a navy cover and simple crest, on a white desk with a pen, soft daylight, 45-degree angle. Fictional brand name, no real logos, no Flash Print Solution branding.","p:report-card-printing-dubai:hero"
"863","assets/images/products/report-card-printing-dubai/report-card-printing-dubai-hero-1200.webp","1200","900","4:3","Product page – main photo (gallery 1)","/report-card-printing-dubai/","Folded school report cards with a navy crest cover and printed grade tables","Temporary stock","Annie Spratt (Unsplash 2cPzM3mam_0)","Realistic commercial product photograph of folded A4 school report cards, one open to show printed grade tables and signature boxes, others closed with a navy cover and simple crest, on a white desk with a pen, soft daylight, 45-degree angle. Fictional brand name, no real logos, no Flash Print Solution branding.","p:report-card-printing-dubai:hero"
"864","assets/images/og/report-card-printing-dubai-hero.jpg","1200","630","1.91:1","Social share preview (Facebook, WhatsApp, LinkedIn…) – JPG","/report-card-printing-dubai/","Folded school report cards with a navy crest cover and printed grade tables","Temporary stock","Annie Spratt (Unsplash 2cPzM3mam_0)","Same photo as above, cropped to 1200 × 630","p:report-card-printing-dubai:hero"
"865","assets/images/products/report-card-printing-dubai/report-card-printing-dubai-detail-640.webp","640","480","4:3","Product page – material / finish close-up (gallery 2)","/report-card-printing-dubai/","Close-up of a grade table and signature box printed on uncoated card","Temporary stock","Mohamed Marey (Unsplash FcqdZJxbpuk)","Macro photograph of a printed grade table with subject names and a blank signature box on uncoated off-white card, ballpoint pen resting on the page, soft raking light showing paper texture, shallow depth of field. Fictional brand name, no real logos, no Flash Print Solution branding.","p:report-card-printing-dubai:detail"
"866","assets/images/products/report-card-printing-dubai/report-card-printing-dubai-detail-1200.webp","1200","900","4:3","Product page – material / finish close-up (gallery 2)","/report-card-printing-dubai/","Close-up of a grade table and signature box printed on uncoated card","Temporary stock","Mohamed Marey (Unsplash FcqdZJxbpuk)","Macro photograph of a printed grade table with subject names and a blank signature box on uncoated off-white card, ballpoint pen resting on the page, soft raking light showing paper texture, shallow depth of field. Fictional brand name, no real logos, no Flash Print Solution branding.","p:report-card-printing-dubai:detail"
"867","assets/images/products/report-card-printing-dubai/report-card-printing-dubai-application-640.webp","640","480","4:3","Product page – product in use (gallery 3 + “Where it’s used”)","/report-card-printing-dubai/","Parent reading a child's school report at a kitchen table","Temporary stock","Adam Winger (Unsplash 7fF0iei80AQ)","Realistic lifestyle photograph of a parent and child at a kitchen table in a Dubai apartment reading a folded printed school report together, warm evening light, relaxed natural expressions, medium shot from the side. Fictional brand name, no real logos, no Flash Print Solution branding.","p:report-card-printing-dubai:application"
"868","assets/images/products/report-card-printing-dubai/report-card-printing-dubai-application-1200.webp","1200","900","4:3","Product page – product in use (gallery 3 + “Where it’s used”)","/report-card-printing-dubai/","Parent reading a child's school report at a kitchen table","Temporary stock","Adam Winger (Unsplash 7fF0iei80AQ)","Realistic lifestyle photograph of a parent and child at a kitchen table in a Dubai apartment reading a folded printed school report together, warm evening light, relaxed natural expressions, medium shot from the side. Fictional brand name, no real logos, no Flash Print Solution branding.","p:report-card-printing-dubai:application"
"869","assets/images/products/report-card-printing-dubai/report-card-printing-dubai-production-640.webp","640","480","4:3","Product page – production / finishing (gallery 4)","/report-card-printing-dubai/","Offset press run","Temporary stock (shared production photo)","NOAA (Unsplash HFYczZkqCoE)","Photorealistic commercial photograph of report cards production: Offset press run — operator checking a sheet at an offset printing press. Clean, well-lit Dubai print workshop, 4:3 landscape. Fictional brand names only, no real logos, no Flash Print Solution branding.","p:report-card-printing-dubai:production"
"870","assets/images/products/report-card-printing-dubai/report-card-printing-dubai-production-1200.webp","1200","900","4:3","Product page – production / finishing (gallery 4)","/report-card-printing-dubai/","Offset press run","Temporary stock (shared production photo)","NOAA (Unsplash HFYczZkqCoE)","Photorealistic commercial photograph of report cards production: Offset press run — operator checking a sheet at an offset printing press. Clean, well-lit Dubai print workshop, 4:3 landscape. Fictional brand names only, no real logos, no Flash Print Solution branding.","p:report-card-printing-dubai:production"
"871","assets/images/products/training-manual-printing-dubai/training-manual-printing-dubai-hero-640.webp","640","480","4:3","Product page – main photo (gallery 1)","/training-manual-printing-dubai/","Stack of A4 wire-bound training manuals with laminated covers and coloured tab dividers","Temporary stock","Kelly Sikkema (Unsplash xQsoV7Zf5iw)","Realistic commercial product photograph of a stack of A4 wire-o bound training manuals with matt laminated teal covers and colourful printed tab dividers visible at the edge, on a white meeting table, soft daylight, three-quarter angle. Fictional brand name, no real logos, no Flash Print Solution branding.","p:training-manual-printing-dubai:hero"
"872","assets/images/products/training-manual-printing-dubai/training-manual-printing-dubai-hero-1200.webp","1200","900","4:3","Product page – main photo (gallery 1)","/training-manual-printing-dubai/","Stack of A4 wire-bound training manuals with laminated covers and coloured tab dividers","Temporary stock","Kelly Sikkema (Unsplash xQsoV7Zf5iw)","Realistic commercial product photograph of a stack of A4 wire-o bound training manuals with matt laminated teal covers and colourful printed tab dividers visible at the edge, on a white meeting table, soft daylight, three-quarter angle. Fictional brand name, no real logos, no Flash Print Solution branding.","p:training-manual-printing-dubai:hero"
"873","assets/images/og/training-manual-printing-dubai-hero.jpg","1200","630","1.91:1","Social share preview (Facebook, WhatsApp, LinkedIn…) – JPG","/training-manual-printing-dubai/","Stack of A4 wire-bound training manuals with laminated covers and coloured tab dividers","Temporary stock","Kelly Sikkema (Unsplash xQsoV7Zf5iw)","Same photo as above, cropped to 1200 × 630","p:training-manual-printing-dubai:hero"
